State,County,Total_Population,Pop_Density,Land_Area,Total_Households,Low_Income(<50000),Average_Income(50k-100k),High_Income(100k+),White_only,Black_only,Native_American_only,Asian_only,Pacific_Islander_only,Other_Race_only,Mixed_Race,Non-Hispanic,Hispanic,Total_Deaths,Total_Cases,People_of_Color,POC%,H%,LI%,HI%,High_High-Income,High_Low-Income,Pop_density_size,Hispanic_Representation
Georgia,Stewart,6042,8.183857344,738.2826638,1826,1243,435,148,1590,3269,14,148,0,874,147,5002,1040,1991,73017,4452,73.7,17.21284343,68.1,8.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Sumter,30352,39.05732855,777.1140815,11758,7333,2867,1558,12924,15974,23,359,0,582,490,28708,1644,13042,179984,17428,57.4,5.416447022,62.4,13.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Talbot,6378,10.12606551,629.8596422,2766,1821,700,245,2622,3687,2,33,0,9,25,6330,48,1029,28796,3756,58.9,0.752587018,65.8,8.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Taliaferro,1665,5.316265675,313.1897655,612,412,149,51,568,1085,0,8,0,0,4,1639,26,0,3507,1097,65.9,1.561561562,67.3,8.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Tattnall,25353,32.76496279,773.7838788,8237,5001,1952,1284,15157,7403,85,63,5,2169,471,22574,2779,1543,120388,10196,40.2,10.96122747,60.7,15.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Taylor,8193,13.51496901,606.2167064,3437,2290,796,351,4692,3150,0,124,0,180,47,7985,208,1487,30039,3501,42.7,2.538752594,66.6,10.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Telfair,16115,22.89788563,703.7767704,4931,3685,931,315,8651,6725,9,17,0,604,109,14222,1893,2721,64622,7464,46.3,11.74681973,74.7,6.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Terrell,8859,16.39332511,540.4028737,3247,2003,875,369,3262,5272,10,203,0,44,68,8617,242,6955,69001,5597,63.2,2.731685292,61.7,11.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Thomas,44730,51.0325962,876.4986171,17352,10020,4251,3081,26869,16302,51,75,16,408,1009,43079,1651,11440,245289,17861,39.9,3.691035099,57.7,17.8,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Tift,40510,96.48465161,419.8595251,15058,8421,4295,2342,26243,12200,36,589,14,1037,391,35849,4661,9540,297535,14267,35.2,11.50580104,55.9,15.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Toombs,27048,46.17188815,585.8110007,10403,6462,2541,1400,16920,6968,4,247,0,2370,539,23915,3133,6032,193494,10128,37.4,11.58311151,62.1,13.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Towns,11417,42.61370862,267.918479,4777,2680,1441,656,10887,135,64,77,0,58,196,11277,140,1499,52161,530,4.6,1.22624157,56.1,13.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Treutlen,6777,21.11505259,320.9558664,2641,1543,874,224,4900,1840,0,0,0,15,22,6655,122,1237,36786,1877,27.7,1.800206581,58.4,8.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Troup,69774,104.721496,666.2815437,24843,13637,7161,4045,40993,24934,134,1471,0,686,1556,67211,2563,15329,474379,28781,41.2,3.673288044,54.9,16.3,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Turner,7962,17.33379378,459.333952,3023,1874,870,279,4371,3423,17,66,0,72,13,7831,131,4360,56991,3591,45.1,1.645315247,62,9.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Twiggs,8284,14.32793678,578.171172,3031,2038,657,336,4605,3510,0,9,0,0,160,8244,40,1238,28954,3679,44.4,0.482858522,67.2,11.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Union,22775,43.93790122,518.3451956,9070,4796,3075,1199,22076,148,151,173,0,25,202,22047,728,3034,106178,699,3.1,3.196487377,52.9,13.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Upson,26216,50.36035881,520.5681735,10204,6436,2519,1249,18160,7369,88,105,198,0,296,25616,600,11934,137379,8056,30.7,2.28867867,63.1,12.2,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Walker,68824,95.80258302,718.3939914,25709,14522,7415,3772,63382,2817,109,518,9,476,1513,67385,1439,5218,243076,5442,7.9,2.090840405,56.5,14.7,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Walton,90132,171.364784,525.9657083,31133,13141,10541,7451,70380,15327,178,1064,17,1698,1468,86348,3784,9756,305278,19752,21.9,4.198286957,42.2,23.9,No,No,Medium,Hispanics Not Proportionatley Represented
Georgia,Ware,35599,24.59923429,1447.158866,13901,8251,4060,1590,22986,10621,178,403,33,899,479,34139,1460,8887,250184,12613,35.4,4.101238799,59.4,11.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Warren,5346,11.68195658,457.6288195,2332,1570,533,229,1996,3267,0,45,0,6,32,5323,23,622,21888,3350,62.7,0.430228208,67.3,9.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Washington,20461,18.73753202,1091.979455,7359,4477,2077,805,9123,10845,10,124,0,106,253,19965,496,1453,109768,11338,55.4,2.424123943,60.8,10.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Wayne,29767,28.81341891,1033.095034,10353,5839,3025,1489,22340,5935,44,141,0,513,794,27914,1853,3898,164290,7427,25,6.225014278,56.4,14.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Webster,2613,7.755277408,336.9318546,1101,739,242,120,1327,1045,5,0,0,217,19,2363,250,394,7621,1286,49.2,9.567546881,67.1,10.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Wheeler,7939,16.69458567,475.5433982,1937,1378,441,118,4516,3379,36,0,0,0,8,7838,101,1501,41318,3423,43.1,1.272200529,71.1,6.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,White,28928,74.66456293,387.4394875,11588,6117,3608,1863,27274,417,162,169,1,366,539,28019,909,2806,127549,1654,5.7,3.142284292,52.8,16.1,No,Yes,Medium,Hispanics Not Proportionatley Represented
Georgia,Whitfield,103849,222.172662,467.4247455,36043,19029,11318,5696,92143,4110,729,1511,4,4163,1189,67985,35864,9164,791165,11706,11.3,34.5347572,52.8,15.8,No,Yes,Medium,Hispanics Proportionatley Represented
Georgia,Wilcox,8846,14.54871244,608.0263141,2606,1654,691,261,5556,3122,26,0,0,75,67,8447,399,4346,44741,3290,37.2,4.510513226,63.5,10,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Wilkes,9884,13.08122383,755.5867961,3879,2364,1020,495,5284,4198,0,85,0,242,75,9409,475,799,43705,4600,46.5,4.805746661,60.9,12.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Wilkinson,9078,12.55707497,722.9390619,3237,1946,913,378,5355,3567,10,0,6,45,95,8827,251,2774,53058,3723,41,2.764926195,60.1,11.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Georgia,Worth,20656,22.48956489,918.4704152,8038,4296,2709,1033,14104,5833,77,70,5,97,470,20225,431,6027,103054,6552,31.7,2.086560806,53.4,12.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Hawaii,Hawaii,197658,30.4879666,6483.14801,68412,29453,21139,17820,66145,1342,849,44504,24600,3515,56703,172644,25014,2280,128283,131513,66.5,12.6551923,43.1,26,Yes,No,Small,Hispanics Not Proportionatley Represented
Hawaii,Honolulu,987638,1021.845388,966.52391,311525,89257,94882,127386,207525,23472,1508,419852,93947,9112,232222,891076,96562,17051,1506565,780113,79,9.777064066,28.7,40.9,Yes,No,Large,Hispanics Not Proportionatley Represented
Hawaii,Kalawao,75,3.88636018,19.29826278,47,14,19,14,16,2,2,21,19,0,15,73,2,0,0,59,78.7,2.666666667,29.8,29.8,Yes,No,Small,Hispanics Not Proportionatley Represented
Hawaii,Kauai,71377,71.54835621,997.6050294,22524,7599,6632,8293,23219,482,392,24275,6436,408,16165,63575,7802,17,12498,48158,67.5,10.93069196,33.7,36.8,Yes,No,Medium,Hispanics Not Proportionatley Represented
Hawaii,Maui,165281,88.41876703,1869.297724,54274,16949,17714,19611,58707,968,236,48190,18272,2257,36651,146699,18582,2251,72455,106574,64.5,11.24267157,31.2,36.1,Yes,No,Medium,Hispanics Not Proportionatley Represented
Idaho,Ada,446052,263.4610525,1693.047211,168741,66639,55029,47073,404644,6204,2525,11956,908,6445,13370,410214,35838,23900,2352069,41408,9.3,8.034489252,39.5,27.9,Yes,No,Medium,Hispanics Not Proportionatley Represented
Idaho,Adams,4019,1.832467214,2193.217957,1675,942,557,176,3852,11,50,0,8,4,94,3878,141,180,7427,167,4.2,3.508335407,56.2,10.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Bannock,85065,47.51231831,1790.377801,30841,15489,9544,5808,76402,568,2552,1405,174,1271,2693,77874,7191,1611,270918,8663,10.2,8.453535532,50.2,18.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Bear Lake,5962,3.796778684,1570.278517,2350,1091,864,395,5644,21,26,74,0,141,56,5713,249,83,10253,318,5.3,4.176450855,46.4,16.8,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Benewah,9086,7.266780514,1250.347383,3346,1805,1113,428,7893,6,867,32,22,10,256,8765,321,314,23680,1193,13.1,3.53290777,53.9,12.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Bingham,45551,13.51850588,3369.529177,14772,7113,5065,2594,37653,122,2969,348,2,3052,1405,37365,8186,1928,177037,7898,17.3,17.9710654,48.2,17.6,No,No,Small,Hispanics Proportionatley Represented
Idaho,Blaine,21994,5.181131606,4245.018593,8190,3836,2492,1862,20924,81,4,248,89,206,442,17196,4798,1469,174365,1070,4.9,21.81504047,46.8,22.7,No,No,Small,Hispanics Proportionatley Represented
Idaho,Boise,7163,2.343121922,3057.032557,3110,1435,843,832,6769,16,81,84,5,13,195,6853,310,213,11855,394,5.5,4.327795616,46.1,26.8,Yes,No,Small,Hispanics Not Proportionatley Represented
Idaho,Bonner,42711,15.31208867,2789.364725,17584,9064,5605,2915,40713,127,426,284,54,200,907,41429,1282,177,66924,1998,4.7,3.001568683,51.5,16.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Bonneville,112397,37.42821749,3003.00168,39000,17201,12850,8949,99868,608,498,1038,159,7362,2864,97915,14482,3664,522682,12529,11.1,12.88468553,44.1,22.9,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Boundary,11549,5.65645913,2041.736665,4605,2547,1424,634,10863,33,119,90,26,72,346,10982,567,155,19698,686,5.9,4.909515975,55.3,13.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Butte,2602,0.722924456,3599.269574,1050,573,308,169,2581,4,1,0,0,16,0,2531,71,0,8011,21,0.8,2.728670254,54.6,16.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Camas,886,0.512491518,1728.809098,357,205,90,62,884,0,0,0,0,0,2,878,8,0,3991,2,0.2,0.902934537,57.4,17.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Canyon,212230,224.6383636,944.7629361,70847,35978,23929,10940,180454,715,2425,1839,497,18536,7764,158873,53357,14450,1404499,31776,15,25.14112048,50.8,15.4,No,Yes,Medium,Hispanics Proportionatley Represented
Idaho,Caribou,6918,2.436611179,2839.18914,2618,1077,965,576,6611,0,12,7,0,131,157,6531,387,412,27097,307,4.4,5.594102342,41.1,22,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Cassia,23615,5.719385385,4128.940159,7904,3847,2724,1333,21998,46,281,138,24,844,284,17198,6417,1183,168319,1617,6.8,27.17340673,48.7,16.9,No,No,Small,Hispanics Proportionatley Represented
Idaho,Clark,1077,0.379559295,2837.501315,305,175,106,24,912,7,96,0,0,48,14,572,505,0,4356,165,15.3,46.88950789,57.4,7.9,No,Yes,Small,Hispanics Proportionatley Represented
Idaho,Clearwater,8640,2.184766942,3954.655223,3707,2150,1135,422,8033,33,186,27,21,137,203,8284,356,8,22242,607,7,4.12037037,58,11.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Custer,4141,0.522757161,7921.46011,1761,1049,511,201,3834,4,42,0,0,39,222,3957,184,82,10735,307,7.4,4.443371166,59.6,11.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Elmore,26433,5.341240871,4948.850022,10285,5572,3411,1302,22911,687,372,687,132,617,1027,22027,4406,729,71304,3522,13.3,16.66855824,54.2,12.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Franklin,13279,12.44489951,1067.023482,4294,1847,1604,843,12778,32,86,8,10,218,147,12388,891,218,37985,501,3.8,6.709842609,43,19.6,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Fremont,12965,4.322032038,2999.746389,4309,1942,1646,721,12253,40,39,19,41,278,295,11337,1628,524,47033,712,5.5,12.55688392,45.1,16.7,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Gem,17052,18.9285819,900.8598791,6583,3823,2100,660,15358,0,322,114,2,807,449,15634,1418,456,62773,1694,9.9,8.315740089,58.1,10,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Gooding,15169,12.92379748,1173.726222,5419,2758,1841,820,14032,15,117,54,45,453,453,10756,4413,609,69750,1137,7.5,29.09222757,50.9,15.1,No,Yes,Small,Hispanics Proportionatley Represented
Idaho,Idaho,16337,1.197447664,13643.18499,6466,3914,1773,779,15256,33,577,80,12,90,289,15797,540,255,40775,1081,6.6,3.305380425,60.5,12,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Jefferson,27969,15.8905314,1760.104763,8647,3295,3378,1974,25759,24,158,142,14,1307,565,25028,2941,511,107845,2210,7.9,10.51521327,38.1,22.8,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Jerome,23431,24.3653962,961.6506872,7828,3982,2536,1310,22059,29,113,129,83,605,413,15132,8299,1444,159112,1372,5.9,35.41888951,50.9,16.7,No,Yes,Small,Hispanics Proportionatley Represented
Idaho,Kootenai,153605,77.11059601,1992.008984,60497,27324,20126,13047,144715,610,2170,1219,229,726,3936,146687,6918,5950,556689,8890,5.8,4.503759643,45.2,21.6,No,No,Medium,Hispanics Not Proportionatley Represented
Idaho,Latah,39239,22.6626791,1731.436951,15530,8398,4226,2906,35993,386,469,1010,10,340,1031,37549,1690,78,103718,3246,8.3,4.306939524,54.1,18.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Lemhi,7798,1.061741433,7344.537719,3549,2108,1057,384,7390,3,18,0,7,58,322,7537,261,245,25886,408,5.2,3.347012054,59.4,10.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Lewis,3845,4.989702597,770.5870091,1632,987,467,178,3352,9,280,54,1,27,122,3674,171,205,9863,493,12.8,4.4473342,60.5,10.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Lincoln,5321,2.752141307,1933.403633,1687,894,584,209,4981,0,26,9,0,134,171,3714,1607,311,26146,340,6.4,30.20109002,53,12.4,No,Yes,Small,Hispanics Proportionatley Represented
Idaho,Madison,38705,51.25059024,755.2108145,10625,6661,2510,1454,36249,106,48,447,53,746,1056,35803,2902,399,238254,2456,6.3,7.49773931,62.7,13.7,No,Yes,Medium,Hispanics Not Proportionatley Represented
Idaho,Minidoka,20615,16.92161281,1218.26449,7279,3600,2656,1023,19491,27,188,82,22,482,323,13389,7226,1088,145420,1124,5.5,35.0521465,49.5,14.1,No,No,Small,Hispanics Proportionatley Represented
Idaho,Nez Perce,40155,29.41248055,1365.236772,16302,7607,5557,3138,36020,104,2449,320,41,144,1077,38608,1547,5213,127811,4135,10.3,3.852571286,46.7,19.2,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Oneida,4326,2.242007036,1929.521153,1585,776,631,178,4206,4,9,0,0,4,103,4134,192,0,7714,120,2.8,4.438280166,49,11.2,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Owyhee,11455,0.928225221,12340.75496,4250,2481,1179,590,9483,50,369,18,0,1145,390,8407,3048,698,58684,1972,17.2,26.60846792,58.4,13.9,No,Yes,Small,Hispanics Proportionatley Represented
Idaho,Payette,23041,35.1863183,654.8283853,8768,4356,2755,1657,20919,78,157,175,0,907,805,19078,3963,1313,141921,2122,9.2,17.19977432,49.7,18.9,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Power,7713,3.413988292,2259.234461,2581,1291,993,297,5991,4,402,0,2,1290,24,5095,2618,186,37234,1722,22.3,33.94269415,50,11.5,No,Yes,Small,Hispanics Proportionatley Represented
Idaho,Shoshone,12526,2.951102463,4244.51545,5540,3432,1498,610,11743,55,325,28,0,48,327,12087,439,2176,37632,783,6.3,3.504710203,61.9,11,No,Yes,Small,Hispanics Not Proportionatley Represented
Idaho,Teton,11080,15.33054167,722.7402813,3736,1392,1310,1034,9818,17,41,10,0,942,252,9185,1895,124,37288,1262,11.4,17.10288809,37.3,27.7,Yes,No,Small,Hispanics Not Proportionatley Represented
Idaho,Twin Falls,83666,27.05285475,3092.686549,30697,15109,10421,5167,76995,591,773,1512,68,2374,1353,70164,13502,8759,520219,6671,8,16.1379772,49.2,16.8,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Valley,10401,1.76335329,5898.420956,3461,1485,1205,771,10285,9,26,24,0,1,56,10211,190,149,18556,116,1.1,1.826747428,42.9,22.3,No,No,Small,Hispanics Not Proportionatley Represented
Idaho,Washington,10025,4.28760573,2338.134761,4018,2525,994,499,8693,17,96,47,0,840,332,8307,1718,915,65235,1332,13.3,17.13715711,62.8,12.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Illinois,Adams,66427,48.26750866,1376.225992,27300,13267,8769,5264,61819,2712,278,540,42,109,927,65406,1021,2675,276363,4608,6.9,1.537025607,48.6,19.3,No,No,Medium,Hispanics Not Proportionatley Represented
Illinois,Alexander,6532,17.24259632,378.8292598,2323,1585,537,201,4078,2169,48,6,21,19,191,6459,73,163,17777,2454,37.6,1.117575015,68.2,8.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Illinois,Bond,16712,27.30295164,612.0949933,6218,2676,2189,1353,15189,1043,68,196,0,98,118,16134,578,1002,63889,1523,9.1,3.458592628,43,21.8,No,No,Small,Hispanics Not Proportionatley Represented
Illinois,Boone,53606,118.6366636,451.8501984,18731,6993,6300,5438,46861,1190,179,633,0,3459,1284,42147,11459,5175,291923,6745,12.6,21.37633847,37.3,29,Yes,No,Medium,Hispanics Proportionatley Represented
Illinois,Brown,6675,13.56656158,492.0185533,2087,840,819,428,5168,1364,6,37,0,34,66,6389,286,85,16427,1507,22.6,4.284644195,40.2,20.5,No,No,Small,Hispanics Not Proportionatley Represented
Illinois,Bureau,33381,23.86635028,1398.663793,13805,6228,4703,2874,31250,311,48,289,3,1032,448,30386,2995,2403,128926,2131,6.4,8.972169797,45.1,20.8,No,No,Small,Hispanics Not Proportionatley Represented
Illinois,Calhoun,4858,11.89234495,408.4980735,1805,816,587,402,4742,17,1,41,0,1,56,4801,57,10,12381,116,2.4,1.173322355,45.2,22.3,No,No,Small,Hispanics Not Proportionatley Represented
Illinois,Carroll,14562,20.31498368,716.8108146,6476,3183,2240,1053,13933,166,17,107,0,118,221,14039,523,1639,59626,629,4.3,3.591539624,49.2,16.3,No,No,Small,Hispanics Not Proportionatley Represented
Illinois,Cass,12665,20.94370989,604.7161686,5024,2389,1781,854,11382,590,17,47,44,435,150,10291,2374,1858,77315,1283,10.1,18.74457165,47.6,17,No,No,Small,Hispanics Proportionatley Represented
Illinois,Champaign,209448,130.6529813,1603.086266,82499,40235,22914,19350,151382,27942,312,22337,133,1902,5440,197209,12239,5093,835895,58066,27.7,5.843455177,48.8,23.5,No,No,Medium,Hispanics Not Proportionatley Represented
Illinois,Christian,33231,29.10377408,1141.810678,13939,6641,4900,2398,32101,423,62,220,68,7,350,32698,533,2891,112459,1130,3.4,1.603924047,47.6,17.2,No,No,Small,Hispanics Not Proportionatley Represented
Illinois,Clark,15836,19.62614006,806.8830626,6774,3060,2331,1383,15357,49,14,100,0,86,230,15589,247,1168,45410,479,3,1.559737307,45.2,20.4,No,No,Small,Hispanics Not Proportionatley Represented
Illinois,Clay,13338,17.69887273,753.6073176,5638,2886,1807,945,13025,61,20,38,0,4,190,13142,196,973,43284,313,2.3,1.46948568,51.2,16.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Illinois,Clinton,37628,49.3331205,762.7330203,14190,5331,4871,3988,35227,1311,104,220,0,219,547,36462,1166,5256,235219,2401,6.4,3.098756245,37.6,28.1,Yes,No,Medium,Hispanics Not Proportionatley Represented
Illinois,Coles,51736,63.24786612,817.988071,21139,11515,6308,3316,48036,1905,107,627,97,117,847,50448,1288,6058,252815,3700,7.2,2.489562394,54.5,15.7,No,Yes,Medium,Hispanics Not Proportionatley Represented
Illinois,Cook,5223719,3435.043834,1520.713928,1963070,815372,553300,594398,2957561,1230494,14583,376115,1909,508792,134265,3909487,1314232,1104247,32282750,2266158,43.4,25.1589337,41.5,30.3,Yes,No,Large,Hispanics Proportionatley Represented
Illinois,Crawford,19088,26.7348838,713.973554,7653,3917,2153,1583,17341,1100,14,137,13,76,407,18420,668,608,71180,1747,9.2,3.499580889,51.2,20.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Illinois,Cumberland,10865,19.51534787,556.7412926,4322,2026,1519,777,10580,9,22,30,14,48,162,10751,114,712,40598,285,2.6,1.049240681,46.9,18,No,No,Small,Hispanics Not Proportionatley Represented
